,0
971,"""Over 80% of patients have mild #COVID19 &amp; will recover. In about 14% of cases, the virus causes severe disease, including pneumonia &amp; shortness of breath. And about 5% of patients have critical disease incl. respiratory failure, septic shock &amp; multi-organ failure""-@DrTedros"
972,"""It’s too early to tell if this reported decline will continue. Every scenario is still on the table. It also appears that #COVID19 is not as deadly as other coronaviruses including SARS and MERS""-@DrTedros #coronavirus"
973,"""Today #China has published a paper with detailed data on over 44,000 confirmed cases of #COVID19. These data give us a better understanding about the age range of people affected, the severity of the disease and the mortality rate""-@DrTedros #coronavirus"
974,"""As of 6am GVA time today, #China has reported 70,635 cases of #COVID19 to WHO, including 1772 deaths. In the past 24 hours has reported 2051 new cases, which includes both clinically- &amp; lab-confirmed cases. 94% of new cases continue to come from Hubei province""-@DrTedros"
975,Daily media briefing on #COVID19 with @DrTedros
976,Several early #COVID19 investigation master protocols or master forms are available for countries to use. More information can be found here http://bit.ly/2SNZ1Vd #coronavirus
977,Studies to assess the epidemiology & clinical characteristics of #COVID19 cases in different settings are critical to furthering our understanding of this #coronavirus &amp; associated disease. WHO Situation Report 16 February 2020 http://bit.ly/2vyWxlv
978,"“This is a time for facts, not fear. This is a time for rationality, not rumours. This is a time for solidarity, not stigma”-@DrTedros at #MSC2020 on #COVID19 #coronavirus"
979,"“In our fractured and divided , health is one of the few areas in which international cooperation offers the opportunity for countries to work together for a common cause”-@DrTedros at #MSC2020 on #COVID19 #coronavirus"
980,“We’re not just fighting an epidemic; we’re fighting an infodemic. Fake news spreads faster and more easily than this #coronavirus &amp; is just as dangerous”-@DrTedros at #MSC2020 #COVID19
981,"“The outbreaks of both #Ebola and #COVID19 underscore once again the vital importance for all countries to invest in preparedness, not panic”-@DrTedros at #MSC2020 #coronavirus"
982,"""I wish to thank #Cambodia for demonstrating to the world the meaning of solidarity. While other countries turned away the #Westerdam cruise ship, allowed it to dock""-@DrTedros from #DRC #COVID19 "
983,"""I’m glad to say that the WHO-led Joint Mission with on #COVID19 is moving forward. We expect the full team to touch down over the weekend. The mission consists of 12 international &amp; WHO experts &amp; a similar number of national expert counterparts from #China""-@DrTedros"
984,"""WHO guidelines have been developed for #healthworkers taking care of hospitalised adults and paediatric patients with acute infections. These guidelines have been made available to all countries""-@DrTedros #COVID19"
985,"""We are seeking further clarity on how clinical diagnosis is being made, to ensure other respiratory illnesses including influenza are not getting mixed into the #COVID19 data""-@DrTedros from #DRC"
986,"""I am glad to say that countries around the world are in a better state of preparedness for #COVID19 than they were just a week ago, and WHO’s efforts to help countries boost their lab capacity continue""-@DrTedros from #DRC"
987,Daily media briefing on #COVID19 with @DrTedros. #coronavirus
988,"WHO has formally requested additional information on the #COVID19 clinically diagnosed cases, in particular when these have occurred in the course of the outbreak and whether suspect cases were reclassified as clinically diagnosed cases. #Coronavirus https://twitter.com/WHO/status/1228285146756939790?s=20"
989,"For consistency, we report in the #COVID19 WHO Situation Report only the number of laboratory-confirmed cases http://bit.ly/2SH7XeQ #coronavirus"
990,"On Thursday 14’840 cases, including 13’332 clinically diagnosed #COVID19 cases were reported from Hubei, #China. This is the first time has reported clinically diagnosed cases in addition to laboratory-confirmed cases http://bit.ly/2SH7XeQ #coronavirus"
991,"“In terms of the international mission, the #COVID19 advanced team and their Chinese counterparts have now finalized the scope of work and design of the mission. We expect the rest of the international team to start arriving in #China over the weekend.”-@DrMikeRyan #coronavirus"
992,"""Outside #China, there are 447 cases from 24 other countries, and two deaths. In addition to the death in the Philippines, there is now one more death of the world, in Japan""-@DrMikeRyan #COVID19 #coronavirus"
993,"""In other words, in Hubei province only, a trained medical professional can now classify a suspected case of #COVID19 as a clinically-confirmed case on the basis of chest imaging, rather than a laboratory confirmation""-@DrMikeRyan #coronavirus"
994,"""This increase is in large part down to a change in how cases are diagnosed and reported""-@DrMikeRyan #COVID19 #coronavirus"
995,"""In addition, #China reported 13,332 clinically-confirmed #COVID19 cases in Hubei province, and crucially, we understand that most of these cases relate to a period going back to the beginning of the outbreak""-@DrMikeRyan #coronavirus"
996,"'In the last 24 hours #China has reported 1,820 laboratory-confirmed #COVID19 cases, bringing the total to 46,550""-@DrMikeRyan #coronavirus"
997,Daily press conference on #COVID19 with @DrMikeRyan. #coronavirus
998,WHO has published key considerations for repatriation and quarantine of travellers in relation to #COVID19 http://bit.ly/3byCLqQ WHO Situation Report 12 February 2020 http://bit.ly/38nzp88
999,Scientists at the forum also worked with research funders to determine how necessary resources can be mobilized so that critical research can start immediately http://bit.ly/38nM0YL #COVID19
1000,Over 300 scientists & researchers outlined mechanisms for continuing scientific interactions & collaborations beyond the meeting which will be coordinated and facilitated by WHO http://bit.ly/38nM0YL #COVID19
1001,World experts and funders set priorities for #COVID19 research http://bit.ly/38nM0YL
1002,"""We’re also doing deeper investigations to identify the source of this virus & to prevent further transmission from animals to humans. WHO is now developing a master plan for coordinating clinical trials & ensuring they are done coherently and consistently""-@DrTedros #COVID19"
1003,"""Instead of directing all our energy against the #COVID19 outbreak, stigma diverts our attention &amp; turns people against each other. I will say it again: this is a time for solidarity, not stigma""-@DrTedros"
1004,"""Outbreaks can bring out the best & worst in people. Stigmatizing individuals or entire nations does nothing but harm the response""-@DrTedros #COVID19"
